ID_LEAD,score,prob_conversao,segmentacao
5709334,0.0010317597,0.017793354216891658,Muito Baixo
5709335,0.732466,0.22190320342496608,Alto
5709336,0.011760261999999999,0.03479698722802185,Muito Baixo
5709337,0.0008944,0.017793354216891658,Muito Baixo
5709338,0.01510148,0.04904442476190258,Muito Baixo
5709340,0.0017200091,0.017793354216891658,Muito Baixo
5709341,0.0051226015,0.03479698722802185,Muito Baixo
5709342,0.00014605881,0.017793354216891658,Muito Baixo
5709343,0.0010317597,0.017793354216891658,Muito Baixo
5709344,0.04515816,0.07815558855921492,Muito Baixo
5709345,0.04515816,0.07815558855921492,Muito Baixo
5709346,0.031834642999999996,0.06083665759139489,Muito Baixo
5709347,0.13043196,0.09605672203791607,Muito Baixo
5709348,0.09417192,0.09435508262179064,Muito Baixo
5709349,0.09417192,0.09435508262179064,Muito Baixo
5709350,0.06687885,0.08875829282651672,Muito Baixo
5709351,0.09417192,0.09435508262179064,Muito Baixo
5709352,0.09417192,0.09435508262179064,Muito Baixo
5709353,0.08153557,0.09208630364320423,Muito Baixo
5709354,0.04515816,0.07815558855921492,Muito Baixo
5709355,0.09417192,0.09435508262179064,Muito Baixo
5709356,0.059722718,0.0841829903129124,Muito Baixo
5709357,0.04253162,0.07045372492736493,Muito Baixo
5709358,0.059722718,0.0841829903129124,Muito Baixo
5709359,0.09417192,0.09435508262179064,Muito Baixo
5709360,0.09417192,0.09435508262179064,Muito Baixo
5709361,0.09417192,0.09435508262179064,Muito Baixo
5709362,0.04911426,0.07815558855921492,Muito Baixo
5709363,0.09417192,0.09435508262179064,Muito Baixo
5709364,0.057335502999999996,0.0841829903129124,Muito Baixo
5709365,0.01917121,0.04904442476190258,Muito Baixo
5709366,0.04911426,0.07815558855921492,Muito Baixo
5709367,0.09417192,0.09435508262179064,Muito Baixo
5709368,0.025788505,0.06083665759139489,Muito Baixo
5709369,0.15565549,0.0932156674594192,Muito Baixo
5709370,0.044008992999999996,0.07045372492736493,Muito Baixo
5709371,0.09417192,0.09435508262179064,Muito Baixo
5709372,0.044008992999999996,0.07045372492736493,Muito Baixo
5709373,0.07893778,0.09208630364320423,Muito Baixo
5709374,0.04515816,0.07815558855921492,Muito Baixo
5709375,0.09417192,0.09435508262179064,Muito Baixo
5709376,0.006341824,0.03479698722802185,Muito Baixo
5709377,0.1896655,0.08971663587719472,Muito Baixo
5709378,0.07893778,0.09208630364320423,Muito Baixo
5709379,0.016084956,0.04904442476190258,Muito Baixo
5709380,0.32263637,0.0952460915551188,Baixo
5709381,0.0030775124,0.017793354216891658,Muito Baixo
5709382,0.021112007999999998,0.04904442476190258,Muito Baixo
5709383,0.12964076,0.09605672203791607,Muito Baixo
5709384,0.73693603,0.2264689925928849,Alto
5709385,0.0010317597,0.017793354216891658,Muito Baixo
5709386,0.0025260036,0.017793354216891658,Muito Baixo
5709387,0.0016843852,0.017793354216891658,Muito Baixo
5709388,0.030511137,0.06083665759139489,Muito Baixo
5709389,0.09417192,0.09435508262179064,Muito Baixo
5709390,0.09417192,0.09435508262179064,Muito Baixo
5709391,0.09417192,0.09435508262179064,Muito Baixo
5709392,0.07321099,0.08875829282651672,Muito Baixo
5709393,0.010059826,0.03479698722802185,Muito Baixo
5709394,0.09417192,0.09435508262179064,Muito Baixo
5709396,0.09417192,0.09435508262179064,Muito Baixo
5709397,0.09417192,0.09435508262179064,Muito Baixo
5709398,0.09417192,0.09435508262179064,Muito Baixo
5709399,0.09417192,0.09435508262179064,Muito Baixo
5709400,0.09417192,0.09435508262179064,Muito Baixo
5709401,0.07321099,0.08875829282651672,Muito Baixo
5709402,0.09417192,0.09435508262179064,Muito Baixo
5709403,0.08153557,0.09208630364320423,Muito Baixo
5709404,0.09417192,0.09435508262179064,Muito Baixo
5709405,0.059722718,0.0841829903129124,Muito Baixo
5709406,0.0049352753,0.017793354216891658,Muito Baixo
5709407,0.057335502999999996,0.0841829903129124,Muito Baixo
5709408,0.15565549,0.0932156674594192,Muito Baixo
5709409,0.0025260036,0.017793354216891658,Muito Baixo
5709410,0.015862203999999998,0.04904442476190258,Muito Baixo
5709411,0.48880002,0.14960589316280354,Médio
5709412,0.15565549,0.0932156674594192,Muito Baixo
5709413,9.51067e-05,0.017793354216891658,Muito Baixo
5709414,0.0048440946,0.017793354216891658,Muito Baixo
5709415,0.007892574,0.03479698722802185,Muito Baixo
5709416,0.09417192,0.09435508262179064,Muito Baixo
5709417,0.059722718,0.0841829903129124,Muito Baixo
5709418,0.09417192,0.09435508262179064,Muito Baixo
5709419,0.13043196,0.09605672203791607,Muito Baixo
5709420,0.1786851,0.09083747344955112,Muito Baixo
5709421,0.032465205,0.06083665759139489,Muito Baixo
5709422,0.05662058,0.0841829903129124,Muito Baixo
5709423,0.011111953,0.03479698722802185,Muito Baixo
5709424,0.17061532,0.09202425745812468,Muito Baixo
5709425,0.00012754908,0.017793354216891658,Muito Baixo
5709426,0.00022542881,0.017793354216891658,Muito Baixo
5709428,0.002088965,0.017793354216891658,Muito Baixo
5709429,0.00016390624,0.017793354216891658,Muito Baixo
5709430,0.015990604,0.04904442476190258,Muito Baixo
5709432,0.016278973000000002,0.04904442476190258,Muito Baixo
5709433,0.0012003029,0.017793354216891658,Muito Baixo
5709434,0.8082618,0.2703279686731354,Muito Alto
5709435,0.05427616,0.07815558855921492,Muito Baixo
5709436,2.4897896e-05,0.017793354216891658,Muito Baixo
5709437,0.0006103281599999999,0.017793354216891658,Muito Baixo
5709438,0.032524622999999996,0.06083665759139489,Muito Baixo
5709440,0.07133949,0.08875829282651672,Muito Baixo
5709441,0.07133949,0.08875829282651672,Muito Baixo
5709442,0.031686276,0.06083665759139489,Muito Baixo
5709443,0.05987177,0.0841829903129124,Muito Baixo
5709444,0.032524622999999996,0.06083665759139489,Muito Baixo
5709445,0.032524622999999996,0.06083665759139489,Muito Baixo
5709446,0.07133949,0.08875829282651672,Muito Baixo
5709447,0.032524622999999996,0.06083665759139489,Muito Baixo
5709448,0.061558664000000006,0.0841829903129124,Muito Baixo
5709449,0.07133949,0.08875829282651672,Muito Baixo
5709450,0.07133949,0.08875829282651672,Muito Baixo
5709451,0.07133949,0.08875829282651672,Muito Baixo
